Elm	Domain	interactorElm	interactorDomain	StartElm	StopElm	StartDomain	StopDomain	AffinityMin	AffinityMax	PMID	taxonomyElm	taxonomyDomain	
LIG_Integrin_RGD_TGFB_3	PF00362	P10600	P26012	261	267	142	388	None	None	31955848,25383667	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF01839	Q98W00	P06756	145	151	252	286	None	None	28534487	"12118"(Foot-and-mouth disease virus - type O)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	Q98W00	P18564	145	151	128	375	None	None	28534487	"12118"(Foot-and-mouth disease virus - type O)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF01839	Q6PMW3	P06756	869	875	252	286	None	None	28534487	"12118"(Foot-and-mouth disease virus - type O)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	Q6PMW3	P18564	869	875	128	375	None	None	28534487	"12118"(Foot-and-mouth disease virus - type O)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF01839	O25272	P06756	76	82	252	286	0.023	0.07	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	O25272	P18564	76	82	128	375	0.023	0.07	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	O25272	P26012	76	82	142	388	None	None	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	O25272	P05106	76	82	133	381	None	None	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF01839	O25272	P08648	76	82	326	368	None	None	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	O25272	P05556	76	82	138	382	None	None	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_Integrin_RGD_TGFB_3	PF00362	O25272	P18084	76	82	133	382	None	None	25617764,31197920	"85962"(Helicobacter pylori 26695)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q9JIY0	P47754	149	167	17	282	None	None	16987810	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q9JIY0	P47757	149	167	6	240	None	None	16987810	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q6JBY9	P13127	153	172	17	282	None	None	32133840,20357771	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q6JBY9	P14315	153	172	6	240	None	None	32133840,20357771	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q6JBY9	Q5RKN9	153	172	17	282	None	None	32133840,20357771	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q6JBY9	Q923G3	153	172	6	240	0.01	0.012	32133840,20357771	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q96B97	P52907	476	494	17	282	None	None	32133840,20357771,12690097	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01115	Q96B97	P47756	476	494	6	240	None	None	32133840,20357771,12690097	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q96B97	P13127	476	494	17	282	None	None	32133840,20357771,12690097	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q96B97	P14315	476	494	6	240	None	None	32133840,20357771,12690097	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q96B97	Q5RKN9	476	494	17	282	None	None	32133840,20357771,12690097	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q96B97	Q923G3	476	494	6	240	0.057	0.061	32133840,20357771,12690097	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q9VA36	Q9W2N0	591	610	15	282	None	None	18362180	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_ActinCP_CPI_1	PF01115	Q9VA36	P48603	591	610	6	240	None	None	18362180	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_ActinCP_CPI_1	PF01267	Q8ND23	Q5RKN9	971	988	17	282	None	None	32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q8ND23	Q923G3	971	988	6	240	0.008	0.012	32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q5VZK9	P52907	982	999	17	282	None	None	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01115	Q5VZK9	P47756	982	999	6	240	None	None	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q5VZK9	P13127	982	999	17	282	None	None	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q5VZK9	P14315	982	999	6	240	0.01	0.186	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q5VZK9	P47754	982	999	17	282	None	None	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q5VZK9	P47757	982	999	6	240	None	None	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q5VZK9	Q5RKN9	982	999	17	282	None	None	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q5VZK9	Q923G3	982	999	6	240	0.009	0.012	16054028,20357771,32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q6EDY6	P13127	986	1003	17	282	None	None	20625546,16707503,16054028	"10090"(Mus musculus)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q6EDY6	P14315	986	1003	6	240	4.0	4.0	20625546,16707503,16054028	"10090"(Mus musculus)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q6EDY6	P47754	986	1003	17	282	None	None	20625546,16707503,16054028	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q6EDY6	P47757	986	1003	6	240	None	None	20625546,16707503,16054028	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q9Y4E1	P47754	1003	1020	17	282	None	None	32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q9Y4E1	P47757	1003	1020	6	240	None	None	32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q9Y4E1	Q5RKN9	1003	1020	17	282	None	None	32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q9Y4E1	Q923G3	1003	1020	6	240	0.0077	0.0093	32133840,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q6F5E8	P52907	1016	1037	17	282	None	None	26466680,26412145	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01115	Q6F5E8	P47756	1016	1037	6	240	0.0025	0.0033	26466680,26412145	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q6F5E8	P47754	1016	1037	17	282	None	None	26466680,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q6F5E8	P47757	1016	1037	6	240	None	None	26466680,26412145	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q95VZ3	P13022	1023	1041	11	278	None	None	11425877	"44689"(Dictyostelium discoideum)	"44689"(Dictyostelium discoideum)
LIG_ActinCP_CPI_1	PF01115	Q95VZ3	P13021	1023	1041	6	242	None	None	11425877	"44689"(Dictyostelium discoideum)	"44689"(Dictyostelium discoideum)
LIG_ActinCP_CPI_1	PF01267	Q641Q2	P13127	1024	1041	17	282	None	None	20498093,20357771	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q641Q2	P14315	1024	1041	6	240	None	None	20498093,20357771	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q641Q2	P52907	1024	1041	17	282	None	None	20498093,20357771	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01115	Q641Q2	P47756	1024	1041	6	240	None	None	20498093,20357771	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q641Q2	P47754	1024	1041	17	282	None	None	20498093,20357771	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q641Q2	P47757	1024	1041	6	240	None	None	20498093,20357771	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	P90630	L8H1E5	1091	1108	13	267	None	None	11425877	"5755"(Acanthamoeba castellanii)	"1257118"(Acanthamoeba castellanii str. Neff)
LIG_ActinCP_CPI_1	PF01115	P90630	L8HJ59	1091	1108	5	246	None	None	11425877	"5755"(Acanthamoeba castellanii)	"1257118"(Acanthamoeba castellanii str. Neff)
LIG_ActinCP_CPI_1	PF01267	Q552E2	P13022	1201	1218	11	278	None	None	23369714	"44689"(Dictyostelium discoideum)	"44689"(Dictyostelium discoideum)
LIG_ActinCP_CPI_1	PF01115	Q552E2	P13021	1201	1218	6	242	None	None	23369714	"44689"(Dictyostelium discoideum)	"44689"(Dictyostelium discoideum)
LIG_ActinCP_CPI_1	PF01267	Q53GL0	P13127	150	168	17	282	None	None	16987810,16707503,20625546,20357771,15831458,32133840	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q53GL0	P14315	150	168	6	240	0.095	0.095	16987810,16707503,20625546,20357771,15831458,32133840	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q53GL0	P52907	150	168	17	282	None	None	16987810,16707503,20625546,20357771,15831458,32133840	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01115	Q53GL0	P47756	150	168	6	240	None	None	16987810,16707503,20625546,20357771,15831458,32133840	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q53GL0	Q5RKN9	150	168	17	282	None	None	16987810,16707503,20625546,20357771,15831458,32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q53GL0	Q923G3	150	168	6	240	0.085	0.097	16987810,16707503,20625546,20357771,15831458,32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q9Y5K6	P13127	486	503	17	282	None	None	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01115	Q9Y5K6	P14315	486	503	6	240	0.26	0.26	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"9031"(Gallus gallus)
LIG_ActinCP_CPI_1	PF01267	Q9Y5K6	P52907	486	503	17	282	None	None	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01115	Q9Y5K6	P47756	486	503	6	240	None	None	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_ActinCP_CPI_1	PF01267	Q9Y5K6	P47754	486	503	17	282	None	None	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q9Y5K6	P47757	486	503	6	240	None	None	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01267	Q9Y5K6	Q5RKN9	486	503	17	282	None	None	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_CPI_1	PF01115	Q9Y5K6	Q923G3	486	503	6	240	0.04	0.046	16707503,26412145,20625546,12690097,20357771,32133840	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01267	Q12792	P47753	323	333	17	282	None	None	33571120	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01115	Q12792	P47757	323	333	6	240	None	None	33571120	"9606"(Homo sapiens)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01267	Q91YR1	P47753	323	333	17	282	None	None	12807912,33639213,11604420,29425097,30351272,15282541,33558729	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01115	Q91YR1	P47757	323	333	6	240	0.051	0.053	12807912,33639213,11604420,29425097,30351272,15282541,33558729	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01267	Q91YR1	P13127	323	333	17	282	None	None	12807912,33639213,11604420,29425097,30351272,15282541,33558729	"10090"(Mus musculus)	"9031"(Gallus gallus)
LIG_ActinCP_TwfCPI_2	PF01115	Q91YR1	P14315	323	333	6	240	None	None	12807912,33639213,11604420,29425097,30351272,15282541,33558729	"10090"(Mus musculus)	"9031"(Gallus gallus)
LIG_ActinCP_TwfCPI_2	PF01267	P53250	P28495	320	330	10	263	None	None	15282541,11604420	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_ActinCP_TwfCPI_2	PF01115	P53250	P13517	320	330	6	257	None	None	15282541,11604420	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_ActinCP_TwfCPI_2	PF01267	Q9Z0P5	P47753	323	333	17	282	None	None	12807912,33639213	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01115	Q9Z0P5	P47757	323	333	6	240	None	None	12807912,33639213	"10090"(Mus musculus)	"10090"(Mus musculus)
LIG_ActinCP_TwfCPI_2	PF01267	Q9Z0P5	P13127	323	333	17	282	None	None	12807912,33639213	"10090"(Mus musculus)	"9031"(Gallus gallus)
LIG_ActinCP_TwfCPI_2	PF01115	Q9Z0P5	P14315	323	333	6	240	None	None	12807912,33639213	"10090"(Mus musculus)	"9031"(Gallus gallus)
LIG_Integrin_RGDW_4	PF01839	P68521	P08514	50	53	320	362	None	None	8419314	"31150"(Crotalus durissus durissus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P68521	P05106	50	53	133	381	None	None	8419314	"31150"(Crotalus durissus durissus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P68521	P06756	50	53	252	286	None	None	8419314	"31150"(Crotalus durissus durissus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	Q7LZT4	P08514	51	54	320	362	None	None	9880793	"35671"(Gloydius ussuriensis)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	Q7LZT4	P05106	51	54	133	381	None	None	9880793	"35671"(Gloydius ussuriensis)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P0C6B6	P08514	462	465	320	362	None	None	17870140	"8765"(Trimeresurus albolabris)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P0C6B6	P05106	462	465	133	381	None	None	17870140	"8765"(Trimeresurus albolabris)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P17497	P08514	64	67	320	362	0.023	0.023	8042985,7538018	"8692"(Bitis arietans)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P17497	P05106	64	67	133	381	0.023	0.023	8042985,7538018	"8692"(Bitis arietans)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P17497	P06756	64	67	252	286	None	None	8042985,7538018	"8692"(Bitis arietans)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	J9Z332	P08514	466	469	320	362	None	None	23313448	"8729"(Crotalus adamanteus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	J9Z332	P05106	466	469	133	381	None	None	23313448	"8729"(Crotalus adamanteus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P31982	P08514	51	54	320	362	None	None	8419314	"31149"(Crotalus cerastes cerastes)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P31982	P05106	51	54	133	381	None	None	8419314	"31149"(Crotalus cerastes cerastes)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P31982	P06756	51	54	252	286	None	None	8419314	"31149"(Crotalus cerastes cerastes)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P0C6S4	P08514	27	30	320	362	0.012	0.012	8042985	"110227"(Eristicophis macmahoni)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P0C6S4	P05106	27	30	133	381	0.012	0.012	8042985	"110227"(Eristicophis macmahoni)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P22826	P08514	29	32	320	362	None	None	2033037	"110227"(Eristicophis macmahoni)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P22826	P05106	29	32	133	381	None	None	2033037	"110227"(Eristicophis macmahoni)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P22826	P06756	29	32	252	286	None	None	2033037	"110227"(Eristicophis macmahoni)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P31986	P08514	51	54	320	362	None	None	8419314	"332626"(Crotalus oreganus lutosus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P31986	P05106	51	54	133	381	None	None	8419314	"332626"(Crotalus oreganus lutosus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P31986	P06756	51	54	252	286	None	None	8419314	"332626"(Crotalus oreganus lutosus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P0C7X7	P08514	51	54	320	362	0.024	0.024	23313448	"8738"(Crotalus scutulatus scutulatus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P0C7X7	P05106	51	54	133	381	0.024	0.024	23313448	"8738"(Crotalus scutulatus scutulatus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	C0HJM4	P08514	50	53	320	362	None	None	25457103	"1043007"(Crotalus simus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	C0HJM4	P05106	50	53	133	381	None	None	25457103	"1043007"(Crotalus simus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P22828	P08514	51	54	320	362	None	None	2033037	"8757"(Sistrurus catenatus tergeminus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P22828	P05106	51	54	133	381	None	None	2033037	"8757"(Sistrurus catenatus tergeminus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P22828	P06756	51	54	252	286	None	None	2033037	"8757"(Sistrurus catenatus tergeminus)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	Q7LZI5	P08514	49	52	320	362	None	None	9880793	"35671"(Gloydius ussuriensis)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	Q7LZI5	P05106	49	52	133	381	None	None	9880793	"35671"(Gloydius ussuriensis)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P22827	P08514	51	54	320	362	0.018	0.018	2033037	"8759"(Sistrurus miliarius barbouri)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P22827	P05106	51	54	133	381	0.018	0.018	2033037	"8759"(Sistrurus miliarius barbouri)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF01839	P0DM87	P08514	462	465	320	362	0.175	0.175	17403531	"39682"(Trimeresurus stejnegeri)	"9606"(Homo sapiens)
LIG_Integrin_RGDW_4	PF00362	P0DM87	P05106	462	465	133	381	0.175	0.175	17403531	"39682"(Trimeresurus stejnegeri)	"9606"(Homo sapiens)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P09119	P24869	44	49	232	357	None	None	31101497	"4932"(Saccharomyces cerevisiae)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P17123	P24869	147	152	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P32944	P24869	47	52	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P25558	P24869	1630	1635	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P41832	P24869	1947	1952	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	Q04116	P24869	330	335	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P07866	P24869	594	599	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	Q06412	P24869	136	141	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P36094	P24869	226	231	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	Q03898	P24869	118	123	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P24279	P24869	152	157	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P50105	P24869	181	187	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CYCLIN_yClb1_LxF_4	PF00134	P32785	P24869	9	14	232	357	None	None	31101497	"559292"(Saccharomyces cerevisiae S288c)	"4932"(Saccharomyces cerevisiae)
DOC_CDC14_PxL_1	PF14671	P25558	Q00684	1208	1216	12	151	None	None	21127052,24319056	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CDC14_PxL_1	PF14671	P38283	Q00684	668	676	12	151	None	None	21127052,16155292	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CDC14_PxL_1	PF14671	P21192	Q00684	516	524	12	151	None	None	27826861	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CDC14_PxL_1	PF14671	P38041	Q00684	378	386	12	151	None	None	28065597,30455435	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CDC14_PxL_1	PF14671	Q06616	Q00684	196	204	12	151	None	None	32553169	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CDC14_PxL_1	PF14671	P53901	Q00684	158	166	12	151	None	None	22454527	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_CDC14_PxL_1	PF14671	P53197	Q00684	75	83	12	151	None	None	25049391	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DA85	P08475	122	130	57	171	None	None	33230314,33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DA85	P08475	182	190	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DA85	P08475	243	251	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3D7T6	P08475	1585	1593	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DEH1	P08475	655	663	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DEH1	P08475	1483	1491	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DMS8	P08475	588	596	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DG19	P08475	1123	1131	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DG19	P08475	1316	1324	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DG19	P08475	1342	1350	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DG19	P08475	1589	1597	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DG19	P08475	1635	1643	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A8IIK4	P08475	401	409	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3DA85	P08475	309	317	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
LIG_RuBisCO_WRxxL_1	PF00101	A0A2K3D7T6	P08475	1618	1626	57	171	None	None	33177094	"3055"(Chlamydomonas reinhardtii)	"3055"(Chlamydomonas reinhardtii)
