Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
P38226|TX=559292,P38226,"P38226|TX=559292 OS=Yeast S288c GN=CST26 TA=NM_001178390.1,YBR042C_mRNA PA=P38226,NP_009598.1,YBR042C_mRNA",CST26,397,OS=Yeast,0.9583,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P38775|TX=559292,P38775,"P38775|TX=559292 OS=Yeast S288c GN=YHR045W TA=NM_001179175.1,YHR045W_mRNA PA=YHR045W_mRNA,NP_011911.1,P38775",YHR045W,560,OS=Yeast,0.9582,0.9988,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,
P51534|TX=559292,P51534,"P51534|TX=559292 OS=Yeast S288c GN=SHE4 TA=NM_001183454.1,YOR035C_mRNA PA=P51534,NP_014678.1,YOR035C_mRNA",SHE4,789,OS=Yeast,0.958,0.9818,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
P46957|TX=559292,P46957,"P46957|TX=559292 OS=Yeast S288c GN=POL31 TA=NM_001181663.1,YJR006W_mRNA PA=P46957,YJR006W_mRNA,NP_012539.1",POL31,487,OS=Yeast,0.9578,0.9817,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q08004|TX=559292,Q08004,"Q08004|TX=559292 OS=Yeast S288c GN=YLR074C,BUD20 TA=YLR074C_mRNA,NM_001181961.1 PA=NP_013175.1,YLR074C_mRNA,Q08004","YLR074C,BUD20",166,OS=Yeast,0.9575,0.9988,1,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,
P36152|TX=559292,P36152,"P36152|TX=559292 OS=Yeast S288c GN=YKR071C,DRE2 TA=YKR071C_mRNA,NM_001179861.3 PA=YKR071C_mRNA,NP_012997.3,P36152","YKR071C,DRE2",348,OS=Yeast,0.9567,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P22943|TX=559292,P22943,"P22943|TX=559292 OS=Yeast S288c GN=HSP12 TA=NM_001179952.1,YFL014W_mRNA PA=YFL014W_mRNA,NP_116640.1,P22943",HSP12,109,OS=Yeast,0.9561,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P40160|TX=559292,P40160,"P40160|TX=559292 OS=Yeast S288c GN=RIO2,YNL207W TA=YNL207W_mRNA,NM_001183045.1 PA=NP_014192.1,P40160,YNL207W_mRNA","RIO2,YNL207W",425,OS=Yeast,0.956,0.9988,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
P10662|TX=559292,P10662,"P10662|TX=559292 OS=Yeast S288c GN=MRP1,YDR347W TA=YDR347W_mRNA,NM_001180655.3 PA=YDR347W_mRNA,P10662,NP_010634.3","MRP1,YDR347W",321,OS=Yeast,0.9557,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Q08421|TX=559292,Q08421,"Q08421|TX=559292 OS=Yeast S288c GN=ETT1 TA=NM_001183470.1,YOR051C_mRNA PA=NP_014694.1,YOR051C_mRNA,Q08421",ETT1,412,OS=Yeast,0.9556,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P25451|TX=559292,P25451,"P25451|TX=559292 OS=Yeast S288c GN=PUP3 TA=YER094C_mRNA,NM_001178985.3 PA=P25451,YER094C_mRNA,NP_011020.3",PUP3,205,OS=Yeast,0.9555,0.9988,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P41835|TX=559292,P41835,"P41835|TX=559292 OS=Yeast S288c GN=THI6,YPL214C TA=NM_001184028.1,YPL214C_mRNA PA=P41835,NP_015110.1,YPL214C_mRNA","THI6,YPL214C",540,OS=Yeast,0.9548,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
P36004|TX=559292,P36004,"P36004|TX=559292 OS=Yeast S288c GN=KKQ8,YKL168C TA=YKL168C_mRNA,NM_001179734.1 PA=YKL168C_mRNA,P36004,NP_012753.2","KKQ8,YKL168C",724,OS=Yeast,0.9545,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q07505|TX=559292,Q07505,"Q07505|TX=559292 OS=Yeast S288c GN=YDL086W TA=NM_001180145.1,YDL086W_mRNA PA=NP_010197.1,YDL086W_mRNA,Q07505",YDL086W,273,OS=Yeast,0.9541,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P11746|TX=559292,P11746,"P11746|TX=559292 OS=Yeast S288c GN=MCM1 TA=NM_001182540.1,YMR043W_mRNA PA=NP_013757.1,YMR043W_mRNA,P11746",MCM1,286,OS=Yeast,0.9525,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P36112|TX=559292,P36112,"P36112|TX=559292 OS=Yeast S288c GN=FCJ1 TA=NM_001179806.1,YKR016W_mRNA PA=YKR016W_mRNA,P36112,NP_012941.1",FCJ1,540,OS=Yeast,0.9521,0.9987,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P42934|TX=559292,P42934,"P42934|TX=559292 OS=Yeast S288c GN=YGR199W,PMT6 TA=YGR199W_mRNA,NM_001181328.1 PA=YGR199W_mRNA,NP_011715.1,P42934","YGR199W,PMT6",759,OS=Yeast,0.9519,0.9987,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,
P06168|TX=559292,P06168,"P06168|TX=559292 OS=Yeast S288c GN=YLR355C,ILV5 TA=YLR355C_mRNA,NM_001182244.1 PA=YLR355C_mRNA,NP_013459.1,P06168","YLR355C,ILV5",395,OS=Yeast,0.9509,0.9986,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P38925|TX=559292,P38925,"P38925|TX=559292 OS=Yeast S288c GN=SMF1 TA=YOL122C_mRNA,NM_001183376.1 PA=YOL122C_mRNA,NP_014519.1,P38925",SMF1,575,OS=Yeast,0.9503,0.9986,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Q12284|TX=559292,Q12284,"Q12284|TX=559292 OS=Yeast S288c GN=ERV2,YPR037C TA=NM_001184134.1,YPR037C_mRNA PA=Q12284,YPR037C_mRNA,NP_015362.1","ERV2,YPR037C",196,OS=Yeast,0.9472,0.9985,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
P36049|TX=559292,P36049,"P36049|TX=559292 OS=Yeast S288c GN=YKL172W,EBP2 TA=NM_001179738.1,YKL172W_mRNA PA=P36049,NP_012749.1,YKL172W_mRNA","YKL172W,EBP2",427,OS=Yeast,0.9469,0.9985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Q03697|TX=559292,Q03697,"Q03697|TX=559292 OS=Yeast S288c GN=YMD8,YML038C TA=NM_001182396.1,YML038C_mRNA PA=NP_013674.1,YML038C_mRNA,Q03697","YMD8,YML038C",442,OS=Yeast,0.9461,0.9985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P48837|TX=559292,P48837,"P48837|TX=559292 OS=Yeast S288c GN=NUP57,YGR119C TA=YGR119C_mRNA,NM_001181248.1 PA=P48837,YGR119C_mRNA,NP_011634.1","NUP57,YGR119C",541,OS=Yeast,0.946,0.9985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P39005|TX=559292,P39005,"P39005|TX=559292 OS=Yeast S288c GN=KRE9,YJL174W TA=NM_001181607.1,YJL174W_mRNA PA=P39005,YJL174W_mRNA,NP_012361.1","KRE9,YJL174W",276,OS=Yeast,0.938,0.9982,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Q06815|TX=559292,Q06815,"Q06815|TX=559292 OS=Yeast S288c GN=MRL1,YPR079W TA=NM_001184176.1,YPR079W_mRNA PA=NP_015404.1,Q06815,YPR079W_mRNA","MRL1,YPR079W",381,OS=Yeast,0.9375,0.9982,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P48236|TX=559292,P48236,"P48236|TX=559292 OS=Yeast S288c GN=YGR149W TA=NM_001181278.1,YGR149W_mRNA PA=P48236,YGR149W_mRNA,NP_011665.1",YGR149W,432,OS=Yeast,0.934,0.9981,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
P32349|TX=559292,P32349,"P32349|TX=559292 OS=Yeast S288c GN=RPC82 TA=NM_001184287.1,YPR190C_mRNA PA=P32349,NP_015516.1,YPR190C_mRNA",RPC82,654,OS=Yeast,0.932,0.9981,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
P10080|TX=559292,P10080,"P10080|TX=559292 OS=Yeast S288c GN=SBP1 TA=YHL034C_mRNA,NM_001179114.1 PA=NP_011829.1,P10080,YHL034C_mRNA",SBP1,294,OS=Yeast,0.9309,0.998,1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
P36123|TX=559292,P36123,"P36123|TX=559292 OS=Yeast S288c GN=YKR028W,SAP190 TA=YKR028W_mRNA,NM_001179818.2 PA=NP_012953.2,P36123,YKR028W_mRNA","YKR028W,SAP190",1033,OS=Yeast,0.9296,0.998,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
Q08217|TX=559292,Q08217,"Q08217|TX=559292 OS=Yeast S288c GN=YOL045W,PSK2 TA=NM_001183299.1,YOL045W_mRNA PA=Q08217,NP_014597.1,YOL045W_mRNA","YOL045W,PSK2",1101,OS=Yeast,0.9287,0.998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P38288|TX=559292,P38288,"P38288|TX=559292 OS=Yeast S288c GN=TOS1,YBR162C TA=NM_001178510.1,YBR162C_mRNA PA=P38288,NP_009720.1,YBR162C_mRNA","TOS1,YBR162C",455,OS=Yeast,0.9251,0.9978,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
O13563-2|TX=559292,O13563-2,O13563-2|TX=559292 OS=Yeast S288c ,,154,OS=Yeast,0.9246,0.9978,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,O13563|TX=559292
Q03195|TX=559292,Q03195,"Q03195|TX=559292 OS=Yeast S288c GN=RLI1,YDR091C TA=NM_001180399.3,YDR091C_mRNA PA=Q03195,NP_010376.3,YDR091C_mRNA","RLI1,YDR091C",608,OS=Yeast,0.9241,0.9978,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
P39962|TX=559292,P39962,"P39962|TX=559292 OS=Yeast S288c GN=YCK3 TA=YER123W_mRNA,NM_001179013.1 PA=YER123W_mRNA,P39962,NP_011049.2",YCK3,524,OS=Yeast,0.9237,0.9978,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P50264|TX=559292,P50264,"P50264|TX=559292 OS=Yeast S288c GN=YMR020W,FMS1 TA=NM_001182516.1,YMR020W_mRNA PA=YMR020W_mRNA,NP_013733.1,P50264","YMR020W,FMS1",508,OS=Yeast,0.9226,0.9978,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P53923|TX=559292,P53923,"P53923|TX=559292 OS=Yeast S288c GN=NCS2 TA=YNL119W_mRNA,NM_001182957.3 PA=P53923,YNL119W_mRNA,NP_014280.3",NCS2,493,OS=Yeast,0.918,0.9976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Q00381|TX=559292,Q00381,"Q00381|TX=559292 OS=Yeast S288c GN=APS2 TA=YJR058C_mRNA,NM_001181716.1 PA=NP_012592.1,YJR058C_mRNA,Q00381",APS2,147,OS=Yeast,0.9178,0.9976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
O14467|TX=559292,O14467,"O14467|TX=559292 OS=Yeast S288c GN=MBF1 TA=NM_001184346.3,YOR298C-A_mRNA PA=O14467,NP_014942.4,YOR298C-A_mRNA",MBF1,151,OS=Yeast,0.9175,0.9976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P53248|TX=559292,P53248,"P53248|TX=559292 OS=Yeast S288c GN=PEX8 TA=YGR077C_mRNA,NM_001181206.1 PA=NP_011591.1,P53248,YGR077C_mRNA",PEX8,589,OS=Yeast,0.9169,0.9976,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P40485|TX=559292,P40485,"P40485|TX=559292 OS=Yeast S288c GN=SLM1 TA=NM_001179453.1,YIL105C_mRNA PA=P40485,NP_012161.1,YIL105C_mRNA",SLM1,686,OS=Yeast,0.9153,0.9975,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q08650|TX=559292,Q08650,"Q08650|TX=559292 OS=Yeast S288c GN=YOR245C,DGA1 TA=YOR245C_mRNA,NM_001183664.1 PA=NP_014888.1,Q08650,YOR245C_mRNA","YOR245C,DGA1",418,OS=Yeast,0.9144,0.9975,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P39938|TX=559292,P39938,"P39938|TX=559292 OS=Yeast S288c GN=RPS26A TA=NM_001181054.1,YGL189C_mRNA PA=P39938,YGL189C_mRNA,NP_011326.1",RPS26A,119,OS=Yeast,0.9135,0.9975,1,31,0,31,0,1,0,3,0,2,2,1,0,0,1,0,0,0,2,0,0,2,2,3,1,1,1,1,0,0,0,0,0,2,4,2,P39939|TX=559292
P32835|TX=559292,P32835,"P32835|TX=559292 OS=Yeast S288c GN=GSP1 TA=NM_001182181.1,YLR293C_mRNA PA=NP_013396.1,P32835,YLR293C_mRNA",GSP1,219,OS=Yeast,0.9131,0.9975,1,6,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,P32836|TX=559292
Q12452|TX=559292,Q12452,"Q12452|TX=559292 OS=Yeast S288c GN=ERG27,YLR100W TA=YLR100W_mRNA,NM_001181987.1 PA=Q12452,YLR100W_mRNA,NP_013201.1","ERG27,YLR100W",347,OS=Yeast,0.912,0.9974,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P38166|TX=559292,P38166,"P38166|TX=559292 OS=Yeast S288c GN=SFT2,YBL102W TA=YBL102W_mRNA,NM_001178342.1 PA=YBL102W_mRNA,NP_009448.1,P38166","SFT2,YBL102W",215,OS=Yeast,0.9096,0.9974,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P36169|TX=559292,P36169,"P36169|TX=559292 OS=Yeast S288c GN=SKG1 TA=YKR100C_mRNA,NM_001179890.1 PA=YKR100C_mRNA,NP_013026.2,P36169",SKG1,355,OS=Yeast,0.9078,0.9973,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P38081|TX=559292,P38081,"P38081|TX=559292 OS=Yeast S288c GN=YBR056W TA=NM_001178404.1,YBR056W_mRNA PA=NP_009612.1,P38081,YBR056W_mRNA",YBR056W,501,OS=Yeast,0.9075,0.9973,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
Q12291|TX=559292,Q12291,"Q12291|TX=559292 OS=Yeast S288c GN=YLR063W TA=YLR063W_mRNA,NM_001181950.1 PA=Q12291,YLR063W_mRNA,NP_013164.1",YLR063W,365,OS=Yeast,0.9045,0.9972,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P53927|TX=559292,P53927,"P53927|TX=559292 OS=Yeast S288c GN=NOP15,YNL110C TA=YNL110C_mRNA,NM_001182948.1 PA=YNL110C_mRNA,NP_014289.1,P53927","NOP15,YNL110C",220,OS=Yeast,0.9035,0.9972,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P47082|TX=559292,P47082,"P47082|TX=559292 OS=Yeast S288c GN=AVT1,YJR001W TA=NM_001181658.1,YJR001W_mRNA PA=P47082,NP_012534.1,YJR001W_mRNA","AVT1,YJR001W",602,OS=Yeast,0.9034,0.9972,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P32564|TX=559292,P32564,"P32564|TX=559292 OS=Yeast S288c GN=SCM4,YGR049W TA=YGR049W_mRNA,NM_001181178.1 PA=NP_011563.1,YGR049W_mRNA,P32564","SCM4,YGR049W",187,OS=Yeast,0.9009,0.9971,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P38988|TX=559292,P38988,"P38988|TX=559292 OS=Yeast S288c GN=GGC1 TA=NM_001180258.1,YDL198C_mRNA PA=NP_010083.1,P38988,YDL198C_mRNA",GGC1,300,OS=Yeast,0.8933,0.9968,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P53951|TX=559292,P53951,"P53951|TX=559292 OS=Yeast S288c GN=COG5 TA=YNL051W_mRNA,NM_001182890.1 PA=YNL051W_mRNA,P53951,NP_014347.1",COG5,403,OS=Yeast,0.8925,0.9968,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P04076|TX=559292,P04076,"P04076|TX=559292 OS=Yeast S288c GN=ARG4,YHR018C TA=YHR018C_mRNA,NM_001179148.1 PA=YHR018C_mRNA,P04076,NP_011882.1","ARG4,YHR018C",463,OS=Yeast,0.8912,0.9968,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Q03899|TX=559292,Q03899,"Q03899|TX=559292 OS=Yeast S288c GN=YDR131C TA=NM_001180439.1,YDR131C_mRNA PA=YDR131C_mRNA,Q03899,NP_010416.1",YDR131C,556,OS=Yeast,0.8908,0.9967,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
P22215|TX=559292,P22215,"P22215|TX=559292 OS=Yeast S288c GN=SLY41,YOR307C TA=YOR307C_mRNA,NM_001183727.1 PA=YOR307C_mRNA,NP_014952.1,P22215","SLY41,YOR307C",453,OS=Yeast,0.8883,0.9967,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P28791|TX=559292,P28791,"P28791|TX=559292 OS=Yeast S288c GN=YDR498C,SEC20 TA=NM_001180806.3,YDR498C_mRNA PA=P28791,NP_010786.3,YDR498C_mRNA","YDR498C,SEC20",383,OS=Yeast,0.8875,0.9966,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P10566|TX=559292,P10566,"P10566|TX=559292 OS=Yeast S288c GN=MRS3,YJL133W TA=YJL133W_mRNA,NM_001181566.1 PA=YJL133W_mRNA,NP_012402.1,P10566","MRS3,YJL133W",314,OS=Yeast,0.8874,0.9966,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
P53918|TX=559292,P53918,"P53918|TX=559292 OS=Yeast S288c GN=ESBP6 TA=YNL125C_mRNA,NM_001182963.1 PA=NP_014274.1,YNL125C_mRNA,P53918",ESBP6,673,OS=Yeast,0.8857,0.9966,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
P46971|TX=559292,P46971,"P46971|TX=559292 OS=Yeast S288c GN=PMT4,YJR143C TA=NM_001181801.1,YJR143C_mRNA PA=NP_012677.1,YJR143C_mRNA,P46971","PMT4,YJR143C",762,OS=Yeast,0.8851,0.9966,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,
P32473|TX=559292,P32473,"P32473|TX=559292 OS=Yeast S288c GN=PDB1,YBR221C TA=NM_001178569.1,YBR221C_mRNA PA=NP_009780.1,P32473,YBR221C_mRNA","PDB1,YBR221C",366,OS=Yeast,0.8838,0.9965,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
Q06156|TX=559292,Q06156,"Q06156|TX=559292 OS=Yeast S288c GN=YCS4 TA=YLR272C_mRNA,NM_001182159.1 PA=NP_013374.1,YLR272C_mRNA,Q06156",YCS4,1176,OS=Yeast,0.8823,0.9965,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P38985|TX=559292,P38985,"P38985|TX=559292 OS=Yeast S288c GN=SRP14,YDL092W TA=NM_001180151.1,YDL092W_mRNA PA=NP_010191.1,P38985,YDL092W_mRNA","SRP14,YDL092W",146,OS=Yeast,0.882,0.9964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P53008|TX=559292,P53008,"P53008|TX=559292 OS=Yeast S288c GN=CWH41 TA=NM_001180892.1,YGL027C_mRNA PA=NP_011488.1,YGL027C_mRNA,P53008",CWH41,833,OS=Yeast,0.8803,0.9964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Q01454|TX=559292,Q01454,"Q01454|TX=559292 OS=Yeast S288c GN=CTF4 TA=YPR135W_mRNA,NM_001184232.1 PA=YPR135W_mRNA,NP_015461.1,Q01454",CTF4,927,OS=Yeast,0.8802,0.9964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
P39010|TX=559292,P39010,"P39010|TX=559292 OS=Yeast S288c GN=YDR264C,AKR1 TA=NM_001180572.1,YDR264C_mRNA PA=NP_010550.1,YDR264C_mRNA,P39010","YDR264C,AKR1",764,OS=Yeast,0.8799,0.9964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q04636|TX=559292,Q04636,"Q04636|TX=559292 OS=Yeast S288c GN=POB3,YML069W TA=NM_001182428.1,YML069W_mRNA PA=Q04636,YML069W_mRNA,NP_013642.1","POB3,YML069W",552,OS=Yeast,0.8794,0.9964,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
Q12523|TX=559292,Q12523,"Q12523|TX=559292 OS=Yeast S288c GN=YPL247C TA=YPL247C_mRNA,NM_001184061.1 PA=YPL247C_mRNA,NP_015077.1,Q12523",YPL247C,523,OS=Yeast,0.8785,0.9963,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
P0C2H8|TX=559292,P0C2H8,"P0C2H8|TX=559292 OS=Yeast S288c GN=RPL31A TA=YDL075W_mRNA,NM_001180134.1 PA=YDL075W_mRNA,P0C2H8,NP_010208.1",RPL31A,113,OS=Yeast,0.878,0.9963,1,7,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,P0C2H9|TX=559292
P06786|TX=559292,P06786,"P06786|TX=559292 OS=Yeast S288c GN=TOP2 TA=YNL088W_mRNA,NM_001182926.3 PA=P06786,YNL088W_mRNA,NP_014311.3",TOP2,1428,OS=Yeast,0.8757,0.9962,1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
