Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
P21243|TX=559292,P21243,"P21243|TX=559292 OS=Yeast S288c GN=SCL1 TA=NM_001180876.3,YGL011C_mRNA PA=NP_011504.3,P21243,YGL011C_mRNA",SCL1,252,OS=Yeast,0.9974,0.9688,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
P40015|TX=559292,P40015,"P40015|TX=559292 OS=Yeast S288c GN=YER019W,ISC1 TA=NM_001178910.1,YER019W_mRNA PA=YER019W_mRNA,P40015,NP_010935.1","YER019W,ISC1",477,OS=Yeast,0.9974,0.9878,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
P53261|TX=559292,P53261,"P53261|TX=559292 OS=Yeast S288c GN=NOP7 TA=NM_001181232.1,YGR103W_mRNA PA=NP_011617.1,YGR103W_mRNA,P53261",NOP7,605,OS=Yeast,0.9974,0.9968,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P53829|TX=559292,P53829,"P53829|TX=559292 OS=Yeast S288c GN=CAF40,YNL288W TA=NM_001183126.1,YNL288W_mRNA PA=P53829,YNL288W_mRNA,NP_014111.1","CAF40,YNL288W",373,OS=Yeast,0.9974,0.9864,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
P25303|TX=559292,P25303,"P25303|TX=559292 OS=Yeast S288c GN=YMR214W,SCJ1 TA=YMR214W_mRNA,NM_001182721.1 PA=YMR214W_mRNA,NP_013941.2,P25303","YMR214W,SCJ1",377,OS=Yeast,0.9973,0.9939,2,5,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
P32623|TX=559292,P32623,"P32623|TX=559292 OS=Yeast S288c GN=UTR2 TA=NM_001178855.3,YEL040W_mRNA PA=P32623,YEL040W_mRNA,NP_010874.3",UTR2,467,OS=Yeast,0.9972,0.9927,2,5,5,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P40047|TX=559292,P40047,"P40047|TX=559292 OS=Yeast S288c GN=YER073W,ALD5 TA=YER073W_mRNA,NM_001178964.2 PA=NP_010996.2,YER073W_mRNA,P40047","YER073W,ALD5",520,OS=Yeast,0.997,0.996,2,4,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
P41057|TX=559292,P41057,"P41057|TX=559292 OS=Yeast S288c GN=RPS29A TA=NM_001182277.3,YLR388W_mRNA PA=NP_013492.3,P41057,YLR388W_mRNA",RPS29A,56,OS=Yeast,0.997,0.9965,2,5,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
P39076|TX=559292,P39076,"P39076|TX=559292 OS=Yeast S288c GN=CCT2 TA=YIL142W_mRNA,NM_001179490.1 PA=YIL142W_mRNA,P39076,NP_012124.1",CCT2,527,OS=Yeast,0.9968,0.9958,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P34248|TX=559292,P34248,"P34248|TX=559292 OS=Yeast S288c GN=YKL100C TA=YKL100C_mRNA,NM_001179666.1 PA=YKL100C_mRNA,NP_012822.1,P34248",YKL100C,587,OS=Yeast,0.9967,0.999,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P31412|TX=559292,P31412,"P31412|TX=559292 OS=Yeast S288c GN=VMA5 TA=NM_001179646.1,YKL080W_mRNA PA=YKL080W_mRNA,P31412,NP_012843.1",VMA5,392,OS=Yeast,0.9966,0.9915,1,12,12,12,0,1,0,2,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
P39968|TX=559292,P39968,"P39968|TX=559292 OS=Yeast S288c GN=VAC8 TA=YEL013W_mRNA,NM_001178828.3 PA=P39968,NP_010903.3,YEL013W_mRNA",VAC8,578,OS=Yeast,0.9965,0.9783,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P53322|TX=559292,P53322,"P53322|TX=559292 OS=Yeast S288c GN=TNA1,YGR260W TA=YGR260W_mRNA,NM_001181389.1 PA=NP_011776.1,YGR260W_mRNA,P53322","TNA1,YGR260W",534,OS=Yeast,0.9962,0.9986,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38261|TX=559292,P38261,"P38261|TX=559292 OS=Yeast S288c GN=EXO84 TA=NM_001178450.1,YBR102C_mRNA PA=P38261,YBR102C_mRNA,NP_009660.1",EXO84,753,OS=Yeast,0.9961,0.9953,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P40469|TX=559292,P40469,"P40469|TX=559292 OS=Yeast S288c GN=MET18 TA=YIL128W_mRNA,NM_001179476.1 PA=YIL128W_mRNA,P40469,NP_012138.1",MET18,1032,OS=Yeast,0.9961,0.9853,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P07262|TX=559292,P07262,"P07262|TX=559292 OS=Yeast S288c GN=GDH1 TA=YOR375C_mRNA,NM_001183795.3 PA=YOR375C_mRNA,NP_015020.3,P07262",GDH1,454,OS=Yeast,0.9958,0.9702,2,6,6,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P53898|TX=559292,P53898,"P53898|TX=559292 OS=Yeast S288c GN=NSG2,YNL156C TA=YNL156C_mRNA,NM_001182994.3 PA=YNL156C_mRNA,NP_014243.3,P53898","NSG2,YNL156C",299,OS=Yeast,0.9958,0.9906,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Q01574|TX=559292,Q01574,"Q01574|TX=559292 OS=Yeast S288c GN=ACS1 TA=YAL054C_mRNA,NM_001178197.1 PA=YAL054C_mRNA,Q01574,NP_009347.1",ACS1,713,OS=Yeast,0.9957,0.9944,1,3,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q04080|TX=559292,Q04080,"Q04080|TX=559292 OS=Yeast S288c GN=YDR434W,GPI17 TA=NM_001180742.3,YDR434W_mRNA PA=Q04080,NP_010722.3,YDR434W_mRNA","YDR434W,GPI17",534,OS=Yeast,0.9956,0.9984,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38153|TX=559292,P38153,"P38153|TX=559292 OS=Yeast S288c GN=APM3 TA=NM_001178636.4,YBR288C_mRNA PA=NP_009847.4,YBR288C_mRNA,P38153",APM3,483,OS=Yeast,0.9955,0.9951,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P47064|TX=559292,P47064,"P47064|TX=559292 OS=Yeast S288c GN=APS3 TA=NM_001181458.3,YJL024C_mRNA PA=P47064,YJL024C_mRNA,NP_012510.3",APS3,194,OS=Yeast,0.9955,0.9788,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,
Q12402|TX=559292,Q12402,"Q12402|TX=559292 OS=Yeast S288c GN=YOP1 TA=YPR028W_mRNA,NM_001184125.1 PA=NP_015353.1,Q12402,YPR028W_mRNA",YOP1,180,OS=Yeast,0.9954,0.9767,2,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,
Q99190|TX=559292,Q99190,"Q99190|TX=559292 OS=Yeast S288c GN=TSC13,YDL015C TA=NM_001180074.1,YDL015C_mRNA PA=Q99190,YDL015C_mRNA,NP_010269.1","TSC13,YDL015C",310,OS=Yeast,0.9952,0.9762,2,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,
P33338|TX=559292,P33338,"P33338|TX=559292 OS=Yeast S288c GN=SLA2 TA=YNL243W_mRNA,NM_001183081.2 PA=YNL243W_mRNA,NP_014156.2,P33338",SLA2,968,OS=Yeast,0.9947,0.9911,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39985|TX=559292,P39985,"P39985|TX=559292 OS=Yeast S288c GN=POL5,YEL055C TA=NM_001178870.1,YEL055C_mRNA PA=YEL055C_mRNA,P39985,NP_010859.1","POL5,YEL055C",1022,OS=Yeast,0.9944,0.9887,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q02207|TX=559292,Q02207,"Q02207|TX=559292 OS=Yeast S288c GN=FOX2 TA=NM_001179799.1,YKR009C_mRNA PA=NP_012934.1,Q02207,YKR009C_mRNA",FOX2,900,OS=Yeast,0.9944,0.9918,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P36421|TX=559292,P36421,"P36421|TX=559292 OS=Yeast S288c GN=TYS1 TA=YGR185C_mRNA,NM_001181314.3 PA=NP_011701.3,YGR185C_mRNA,P36421",TYS1,394,OS=Yeast,0.9937,0.998,1,8,8,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,
P40540|TX=559292,P40540,"P40540|TX=559292 OS=Yeast S288c GN=EMC5,KRE27 TA=NM_001179377.1,YIL027C_mRNA PA=NP_012237.1,P40540,YIL027C_mRNA","EMC5,KRE27",141,OS=Yeast,0.9937,0.9881,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P46784|TX=559292,P46784,"P46784|TX=559292 OS=Yeast S288c GN=RPS10B TA=YMR230W_mRNA,NM_001182737.1 PA=P46784,YMR230W_mRNA,NP_013957.1",RPS10B,105,OS=Yeast,0.9936,0.9879,2,21,0,21,0,1,1,1,1,0,2,0,0,2,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,Q08745|TX=559292
P49687|TX=559292,P49687,"P49687|TX=559292 OS=Yeast S288c GN=NUP145 TA=NM_001180957.1,YGL092W_mRNA PA=P49687,YGL092W_mRNA,NP_011423.1",NUP145,1317,OS=Yeast,0.9932,0.9624,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P30902|TX=559292,P30902,"P30902|TX=559292 OS=Yeast S288c GN=ATP7,YKL016C TA=YKL016C_mRNA,NM_001179582.3 PA=YKL016C_mRNA,P30902,NP_012909.3","ATP7,YKL016C",174,OS=Yeast,0.9921,0.9969,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
P25358|TX=559292,P25358,"P25358|TX=559292 OS=Yeast S288c GN=FEN1 TA=YCR034W_mRNA,NM_001178748.1 PA=YCR034W_mRNA,NP_009963.1,P25358",FEN1,347,OS=Yeast,0.9919,0.9973,1,9,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,
P00931|TX=559292,P00931,"P00931|TX=559292 OS=Yeast S288c GN=YGL026C,TRP5 TA=NM_001180891.1,YGL026C_mRNA PA=NP_011489.1,P00931,YGL026C_mRNA","YGL026C,TRP5",707,OS=Yeast,0.9915,0.9749,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q07807|TX=559292,Q07807,"Q07807|TX=559292 OS=Yeast S288c GN=PUF3,YLL013C TA=NM_001181833.1,YLL013C_mRNA PA=Q07807,YLL013C_mRNA,NP_013088.1","PUF3,YLL013C",879,OS=Yeast,0.9911,0.9711,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P48231|TX=559292,P48231,"P48231|TX=559292 OS=Yeast S288c GN=YNL087W,TCB2 TA=NM_001182925.1,YNL087W_mRNA PA=NP_014312.1,P48231,YNL087W_mRNA","YNL087W,TCB2",1178,OS=Yeast,0.9905,0.9575,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P06105|TX=559292,P06105,"P06105|TX=559292 OS=Yeast S288c GN=SCP160,YJL080C TA=YJL080C_mRNA,NM_001181513.1 PA=P06105,NP_012455.1,YJL080C_mRNA","SCP160,YJL080C",1222,OS=Yeast,0.9902,0.9884,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P42943|TX=559292,P42943,"P42943|TX=559292 OS=Yeast S288c GN=CCT7 TA=NM_001181544.1,YJL111W_mRNA PA=NP_012424.1,YJL111W_mRNA,P42943",CCT7,550,OS=Yeast,0.9893,0.9891,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
P53217|TX=559292,P53217,"P53217|TX=559292 OS=Yeast S288c GN=YGR026W TA=NM_001181155.3,YGR026W_mRNA PA=NP_011540.3,P53217,YGR026W_mRNA",YGR026W,278,OS=Yeast,0.9891,0.9567,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P25294|TX=559292,P25294,"P25294|TX=559292 OS=Yeast S288c GN=YNL007C,SIS1 TA=YNL007C_mRNA,NM_001182846.1 PA=YNL007C_mRNA,NP_014391.1,P25294","YNL007C,SIS1",352,OS=Yeast,0.9884,0.9707,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
P25515|TX=559292,P25515,"P25515|TX=559292 OS=Yeast S288c GN=VMA3 TA=NM_001178842.3,YEL027W_mRNA PA=P25515,NP_010887.3,YEL027W_mRNA",VMA3,160,OS=Yeast,0.9881,0.9858,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P29952|TX=559292,P29952,"P29952|TX=559292 OS=Yeast S288c GN=PMI40 TA=NM_001178894.1,YER003C_mRNA PA=NP_010918.1,P29952,YER003C_mRNA",PMI40,429,OS=Yeast,0.9877,0.9645,2,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P39006|TX=559292,P39006,"P39006|TX=559292 OS=Yeast S288c GN=YNL169C,PSD1 TA=YNL169C_mRNA,NM_001183007.1 PA=YNL169C_mRNA,P39006,NP_014230.1","YNL169C,PSD1",500,OS=Yeast,0.9873,0.9952,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P38272|TX=559292,P38272,"P38272|TX=559292 OS=Yeast S288c GN=YBR130C,SHE3 TA=YBR130C_mRNA,NM_001178478.3 PA=P38272,YBR130C_mRNA,NP_009688.3","YBR130C,SHE3",425,OS=Yeast,0.9865,0.9813,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P08524|TX=559292,P08524,"P08524|TX=559292 OS=Yeast S288c GN=ERG20 TA=YJL167W_mRNA,NM_001181600.1 PA=YJL167W_mRNA,P08524,NP_012368.1",ERG20,352,OS=Yeast,0.9857,0.995,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P46682|TX=559292,P46682,"P46682|TX=559292 OS=Yeast S288c GN=APL6 TA=YGR261C_mRNA,NM_001181390.3 PA=YGR261C_mRNA,NP_011777.3,P46682",APL6,809,OS=Yeast,0.9855,0.9942,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P45818|TX=559292,P45818,"P45818|TX=559292 OS=Yeast S288c GN=YGL171W,ROK1 TA=NM_001181036.1,YGL171W_mRNA PA=P45818,YGL171W_mRNA,NP_011344.1","YGL171W,ROK1",564,OS=Yeast,0.9838,0.9958,1,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P53326|TX=559292,P53326,"P53326|TX=559292 OS=Yeast S288c GN=YGR266W TA=YGR266W_mRNA,NM_001181395.1 PA=P53326,NP_011782.1,YGR266W_mRNA",YGR266W,701,OS=Yeast,0.9811,0.9778,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P36132|TX=559292,P36132,"P36132|TX=559292 OS=Yeast S288c GN=KAE1,YKR038C TA=NM_001179828.1,YKR038C_mRNA PA=NP_012964.2,P36132,YKR038C_mRNA","KAE1,YKR038C",386,OS=Yeast,0.9801,0.9664,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
P05745|TX=559292,P05745,"P05745|TX=559292 OS=Yeast S288c GN=RPL36A TA=YMR194W_mRNA,NM_001182701.1 PA=NP_013920.1,P05745,YMR194W_mRNA",RPL36A,100,OS=Yeast,0.9783,0.9631,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P37303|TX=559292,P37303,"P37303|TX=559292 OS=Yeast S288c GN=GLY1,YEL046C TA=NM_001178861.1,YEL046C_mRNA PA=P37303,NP_010868.1,YEL046C_mRNA","GLY1,YEL046C",387,OS=Yeast,0.978,0.9639,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12754|TX=559292,Q12754,"Q12754|TX=559292 OS=Yeast S288c GN=RRP12,YPL012W TA=NM_001183826.1,YPL012W_mRNA PA=Q12754,NP_015313.1,YPL012W_mRNA","RRP12,YPL012W",1228,OS=Yeast,0.9756,0.9914,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Q12275|TX=559292,Q12275,"Q12275|TX=559292 OS=Yeast S288c GN=YOR093C TA=YOR093C_mRNA,NM_001183512.1 PA=YOR093C_mRNA,Q12275,NP_014736.1",YOR093C,1648,OS=Yeast,0.9747,0.9565,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
P40053|TX=559292,P40053,"P40053|TX=559292 OS=Yeast S288c GN=AIM9 TA=NM_001178971.1,YER080W_mRNA PA=YER080W_mRNA,P40053,NP_011003.1",AIM9,627,OS=Yeast,0.973,0.9567,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38746|TX=559292,P38746,"P38746|TX=559292 OS=Yeast S288c GN=YLF2 TA=NM_001179094.1,YHL014C_mRNA PA=NP_011849.1,P38746,YHL014C_mRNA",YLF2,405,OS=Yeast,0.9718,0.968,1,3,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P26754|TX=559292,P26754,"P26754|TX=559292 OS=Yeast S288c GN=RFA2 TA=YNL312W_mRNA,NM_001183150.1 PA=P26754,NP_014087.1,YNL312W_mRNA",RFA2,273,OS=Yeast,0.9717,0.994,1,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
P39535|TX=559292,P39535,"P39535|TX=559292 OS=Yeast S288c GN=PHO90,YJL198W TA=YJL198W_mRNA,NM_001181631.1 PA=NP_012337.1,P39535,YJL198W_mRNA","PHO90,YJL198W",881,OS=Yeast,0.9717,0.9667,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P46367|TX=559292,P46367,"P46367|TX=559292 OS=Yeast S288c GN=ALD4 TA=YOR374W_mRNA,NM_001183794.1 PA=YOR374W_mRNA,NP_015019.1,P46367",ALD4,519,OS=Yeast,0.9684,0.9932,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P25555|TX=559292,P25555,"P25555|TX=559292 OS=Yeast S288c GN=GBP2 TA=YCL011C_mRNA,NM_001178660.1 PA=P25555,YCL011C_mRNA,NP_009916.1",GBP2,427,OS=Yeast,0.9669,0.9504,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
P15303|TX=559292,P15303,"P15303|TX=559292 OS=Yeast S288c GN=YPR181C,SEC23 TA=YPR181C_mRNA,NM_001184278.1 PA=YPR181C_mRNA,NP_015507.1,P15303","YPR181C,SEC23",768,OS=Yeast,0.9664,0.999,1,6,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
P38085|TX=559292,P38085,"P38085|TX=559292 OS=Yeast S288c GN=TAT1 TA=YBR069C_mRNA,NM_001178417.1 PA=YBR069C_mRNA,P38085,NP_009625.1",TAT1,619,OS=Yeast,0.9661,0.999,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
