"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","min_peps","min_prob","min_crap_expt","GO"
"BP","GO:0006997","nucleus organization",0.25,0.0124545926310327,0.000376035729686892,0.0206991981685965,0.0165087910667448,"YKR082W/YML103C/YDR457W",3,5,90,3,"BP_nucleus organization"
"BP","GO:0009408","response to heat",0.25,0.0128005535374503,0.00040776300448765,0.0206991981685965,0.0165087910667448,"YDL100C/YKR082W/YML103C",3,5,90,3,"BP_response to heat"
"BP","GO:0009266","response to temperature stimulus",0.25,0.0136654558034942,0.000494520092765103,0.0206991981685965,0.0165087910667448,"YDL100C/YKR082W/YML103C",3,5,90,3,"BP_response to temperature stimulus"
"BP","GO:0010256","endomembrane system organization",0.25,0.0136654558034942,0.000494520092765103,0.0206991981685965,0.0165087910667448,"YEL022W/YDL100C/YOR165W",3,5,90,3,"BP_endomembrane system organization"
"BP","GO:0051028","mRNA transport",0.25,0.0174710257740875,0.00101555356974765,0.0371946494920076,0.0296648542742076,"YKR082W/YML103C/YDR457W",3,5,90,3,"BP_mRNA transport"
"BP","GO:0031990","mRNA export from nucleus in response to heat stress",0.166666666666667,0.00190278498529666,0.000215027720392605,0.0206991981685965,0.0165087910667448,"YKR082W/YML103C",2,5,90,3,"BP_mRNA export from nucleus in response to heat stress"
"MF","GO:0017111","nucleoside-triphosphatase activity",0.333333333333333,0.0718863675731855,0.00117327438451763,0.0273616701210468,0.0147437570827696,"YDL100C/YJR072C/YOR165W/YEL031W/YML085C/YDL185W",6,5,90,5,"MF_nucleoside-triphosphatase activity"
"MF","GO:0016462","pyrophosphatase activity",0.333333333333333,0.0758704313182054,0.00155631404892735,0.0273616701210468,0.0147437570827696,"YDL100C/YJR072C/YOR165W/YEL031W/YML085C/YDL185W",6,5,90,5,"MF_pyrophosphatase activity"
"MF","GO:0016817","hydrolase activity, acting on acid anhydrides",0.333333333333333,0.0758704313182054,0.00155631404892735,0.0273616701210468,0.0147437570827696,"YDL100C/YJR072C/YOR165W/YEL031W/YML085C/YDL185W",6,5,90,5,"MF_hydrolase activity, acting on acid anhydrides"
"MF","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.333333333333333,0.0758704313182054,0.00155631404892735,0.0273616701210468,0.0147437570827696,"YDL100C/YJR072C/YOR165W/YEL031W/YML085C/YDL185W",6,5,90,5,"MF_hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"MF","GO:0016887","ATPase activity",0.222222222222222,0.0514463883596051,0.011841680792205,0.0497350593272611,0.0267995933718324,"YDL100C/YJR072C/YEL031W/YDL185W",4,5,90,5,"MF_ATPase activity"
"MF","GO:0003924","GTPase activity",0.166666666666667,0.0140308331889832,0.00186546548232474,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_GTPase activity"
"MF","GO:0001883","purine nucleoside binding",0.166666666666667,0.0180148969340031,0.00380675833407838,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_purine nucleoside binding"
"MF","GO:0005525","GTP binding",0.166666666666667,0.0180148969340031,0.00380675833407838,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_GTP binding"
"MF","GO:0019001","guanyl nucleotide binding",0.166666666666667,0.0180148969340031,0.00380675833407838,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_guanyl nucleotide binding"
"MF","GO:0032550","purine ribonucleoside binding",0.166666666666667,0.0180148969340031,0.00380675833407838,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_purine ribonucleoside binding"
"MF","GO:0032561","guanyl ribonucleotide binding",0.166666666666667,0.0180148969340031,0.00380675833407838,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_guanyl ribonucleotide binding"
"MF","GO:0032549","ribonucleoside binding",0.166666666666667,0.018534557422484,0.00412496277478289,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_ribonucleoside binding"
"MF","GO:0001882","nucleoside binding",0.166666666666667,0.0187077775853109,0.0042345441854001,0.0273616701210468,0.0147437570827696,"YJR072C/YOR165W/YML085C",3,5,90,5,"MF_nucleoside binding"
"MF","GO:0017056","structural constituent of nuclear pore",0.111111111111111,0.00433050407067383,0.0026403177676721,0.0273616701210468,0.0147437570827696,"YKR082W/YML103C",2,5,90,5,"MF_structural constituent of nuclear pore"
"MF","GO:0019829","cation-transporting ATPase activity",0.111111111111111,0.00744846700155898,0.0076879076743067,0.0391888494082964,0.0211167985533427,"YEL031W/YDL185W",2,5,90,5,"MF_cation-transporting ATPase activity"
"MF","GO:0061630","ubiquitin protein ligase activity",0.111111111111111,0.00744846700155898,0.0076879076743067,0.0391888494082964,0.0211167985533427,"YDR457W/YKL010C",2,5,90,5,"MF_ubiquitin protein ligase activity"
"MF","GO:0061659","ubiquitin-like protein ligase activity",0.111111111111111,0.00762168716438593,0.00803917652993504,0.0391888494082964,0.0211167985533427,"YDR457W/YKL010C",2,5,90,5,"MF_ubiquitin-like protein ligase activity"
"MF","GO:0022853","active ion transmembrane transporter activity",0.111111111111111,0.00779490732721289,0.00839761058749208,0.0391888494082964,0.0211167985533427,"YEL031W/YDL185W",2,5,90,5,"MF_active ion transmembrane transporter activity"
"MF","GO:0042625","ATPase coupled ion transmembrane transporter activity",0.111111111111111,0.00779490732721289,0.00839761058749208,0.0391888494082964,0.0211167985533427,"YEL031W/YDL185W",2,5,90,5,"MF_ATPase coupled ion transmembrane transporter activity"
"MF","GO:0005085","guanyl-nucleotide exchange factor activity",0.111111111111111,0.00900744846700156,0.0111036892972232,0.0490899947877236,0.0264520022039112,"YEL022W/YDL100C",2,5,90,5,"MF_guanyl-nucleotide exchange factor activity"
"MF","GO:0017111","nucleoside-triphosphatase activity",0.409090909090909,0.0718614718614719,1.00371471117073e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YDL185W/YBR127C",9,5,90,7,"MF_nucleoside-triphosphatase activity"
"MF","GO:0016462","pyrophosphatase activity",0.409090909090909,0.0758441558441558,1.5593885332942e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YDL185W/YBR127C",9,5,90,7,"MF_pyrophosphatase activity"
"MF","GO:0016817","hydrolase activity, acting on acid anhydrides",0.409090909090909,0.0758441558441558,1.5593885332942e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YDL185W/YBR127C",9,5,90,7,"MF_hydrolase activity, acting on acid anhydrides"
"MF","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.409090909090909,0.0758441558441558,1.5593885332942e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YDL185W/YBR127C",9,5,90,7,"MF_hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"MF","GO:0016887","ATPase activity",0.318181818181818,0.0514285714285714,7.74642560828491e-05,0.000697178304745642,0.000326165288769891,"YJR121W/YDL100C/YJR072C/YEL031W/YJR045C/YDL185W/YBR127C",7,5,90,7,"MF_ATPase activity"
"MF","GO:0098772","molecular function regulator",0.227272727272727,0.0550649350649351,0.00594239047651881,0.0217106976457781,0.0101570515301886,"YGL195W/YEL022W/YDL100C/YGR233C/YJR045C",5,5,90,7,"MF_molecular function regulator"
"MF","GO:0019829","cation-transporting ATPase activity",0.181818181818182,0.00744588744588745,1.76877292999364e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_cation-transporting ATPase activity"
"MF","GO:0022853","active ion transmembrane transporter activity",0.181818181818182,0.00779220779220779,2.12480995978124e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_active ion transmembrane transporter activity"
"MF","GO:0042625","ATPase coupled ion transmembrane transporter activity",0.181818181818182,0.00779220779220779,2.12480995978124e-05,0.000273189851971874,0.000127808117881579,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_ATPase coupled ion transmembrane transporter activity"
"MF","GO:0042626","ATPase activity, coupled to transmembrane movement of substances",0.181818181818182,0.0117748917748918,0.000109641178484106,0.000897064187597228,0.00041967915209227,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_ATPase activity, coupled to transmembrane movement of substances"
"MF","GO:0043492","ATPase activity, coupled to movement of substances",0.181818181818182,0.0126406926406926,0.000144712496755144,0.00108534372566358,0.000507763146509277,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_ATPase activity, coupled to movement of substances"
"MF","GO:0015399","primary active transmembrane transporter activity",0.181818181818182,0.0131601731601732,0.000169301283095738,0.00108836539132974,0.000509176791265376,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_primary active transmembrane transporter activity"
"MF","GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity",0.181818181818182,0.0131601731601732,0.000169301283095738,0.00108836539132974,0.000509176791265376,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_P-P-bond-hydrolysis-driven transmembrane transporter activity"
"MF","GO:0022890","inorganic cation transmembrane transporter activity",0.181818181818182,0.0252813852813853,0.00201101885010441,0.0113119810318373,0.00529215486869581,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_inorganic cation transmembrane transporter activity"
"MF","GO:0022804","active transmembrane transporter activity",0.181818181818182,0.0283982683982684,0.00307427035792752,0.0162755489537339,0.00761429190817961,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_active transmembrane transporter activity"
"MF","GO:0008324","cation transmembrane transporter activity",0.181818181818182,0.0323809523809524,0.00492745429590433,0.0210260311350677,0.00983673971231239,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_cation transmembrane transporter activity"
"MF","GO:0042623","ATPase activity, coupled",0.181818181818182,0.0393073593073593,0.00973146056912685,0.0273697328506693,0.0128045533804301,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_ATPase activity, coupled"
"MF","GO:0015318","inorganic molecular entity transmembrane transporter activity",0.181818181818182,0.0434632034632035,0.0137298031138597,0.0353052080070678,0.0165170563775756,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_inorganic molecular entity transmembrane transporter activity"
"MF","GO:0015075","ion transmembrane transporter activity",0.181818181818182,0.0464069264069264,0.0171237866498395,0.0416524540131231,0.019486528193274,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,7,"MF_ion transmembrane transporter activity"
"MF","GO:0046961","proton-transporting ATPase activity, rotational mechanism",0.136363636363636,0.00311688311688312,3.77426246584623e-05,0.000424604527407701,0.000198645392939275,"YJR121W/YDL185W/YBR127C",3,5,90,7,"MF_proton-transporting ATPase activity, rotational mechanism"
"MF","GO:0036442","proton-exporting ATPase activity",0.136363636363636,0.00346320346320346,5.24687450073974e-05,0.000524687450073974,0.000245467812900105,"YJR121W/YDL185W/YBR127C",3,5,90,7,"MF_proton-exporting ATPase activity"
"MF","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.136363636363636,0.00554112554112554,0.000221617217922578,0.00132970330753547,0.000622083418730043,"YJR121W/YDL185W/YBR127C",3,5,90,7,"MF_ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
"CC","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain",0.136363636363636,0.00224370037970314,1.32626041169369e-05,0.00144562384874613,0.00132626041169369,"YJR121W/YDL185W/YBR127C",3,5,90,7,"CC_proton-transporting two-sector ATPase complex, catalytic domain"
"MF","GO:0003924","GTPase activity",0.136363636363636,0.014025974025974,0.0033779818191238,0.016889909095619,0.00790171185759954,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_GTPase activity"
"MF","GO:0051082","unfolded protein binding",0.136363636363636,0.0145454545454545,0.00374467660214174,0.0177374542619491,0.00829822421611656,"YDL100C/YJR045C/YDR212W",3,5,90,7,"MF_unfolded protein binding"
"MF","GO:0015078","proton transmembrane transporter activity",0.136363636363636,0.0162770562770563,0.00513969649968323,0.0210260311350677,0.00983673971231239,"YJR121W/YDL185W/YBR127C",3,5,90,7,"MF_proton transmembrane transporter activity"
"MF","GO:0001883","purine nucleoside binding",0.136363636363636,0.018008658008658,0.00681255241660381,0.0217106976457781,0.0101570515301886,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_purine nucleoside binding"
"MF","GO:0005525","GTP binding",0.136363636363636,0.018008658008658,0.00681255241660381,0.0217106976457781,0.0101570515301886,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_GTP binding"
"MF","GO:0019001","guanyl nucleotide binding",0.136363636363636,0.018008658008658,0.00681255241660381,0.0217106976457781,0.0101570515301886,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_guanyl nucleotide binding"
"MF","GO:0032550","purine ribonucleoside binding",0.136363636363636,0.018008658008658,0.00681255241660381,0.0217106976457781,0.0101570515301886,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_purine ribonucleoside binding"
"MF","GO:0032561","guanyl ribonucleotide binding",0.136363636363636,0.018008658008658,0.00681255241660381,0.0217106976457781,0.0101570515301886,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_guanyl ribonucleotide binding"
"MF","GO:0015077","monovalent inorganic cation transmembrane transporter activity",0.136363636363636,0.0181818181818182,0.00699566924141739,0.0217106976457781,0.0101570515301886,"YJR121W/YDL185W/YBR127C",3,5,90,7,"MF_monovalent inorganic cation transmembrane transporter activity"
"MF","GO:0032549","ribonucleoside binding",0.136363636363636,0.0185281385281385,0.00737070544325559,0.0219560774371399,0.0102718490933988,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_ribonucleoside binding"
"MF","GO:0001882","nucleoside binding",0.136363636363636,0.0187012987012987,0.00756264889501486,0.0219560774371399,0.0102718490933988,"YJR072C/YOR165W/YML085C",3,5,90,7,"MF_nucleoside binding"
"CC","GO:0016469","proton-transporting two-sector ATPase complex",0.136363636363636,0.00604073179150846,0.000287505536907699,0.0156690517614696,0.0143752768453849,"YJR121W/YDL185W/YBR127C",3,5,90,7,"CC_proton-transporting two-sector ATPase complex"
"MF","GO:0017056","structural constituent of nuclear pore",0.0909090909090909,0.00432900432900433,0.00394165650265536,0.0177374542619491,0.00829822421611656,"YKR082W/YML103C",2,5,90,7,"MF_structural constituent of nuclear pore"
"MF","GO:0061630","ubiquitin protein ligase activity",0.0909090909090909,0.00744588744588745,0.0113831641141273,0.031044993038529,0.0145239733513586,"YDR457W/YKL010C",2,5,90,7,"MF_ubiquitin protein ligase activity"
"MF","GO:0061659","ubiquitin-like protein ligase activity",0.0909090909090909,0.00761904761904762,0.0118978635527474,0.031494344698449,0.0147341963501516,"YDR457W/YKL010C",2,5,90,7,"MF_ubiquitin-like protein ligase activity"
"MF","GO:0005085","guanyl-nucleotide exchange factor activity",0.0909090909090909,0.009004329004329,0.0163737589449139,0.0409343973622848,0.0191505952572093,"YEL022W/YDL100C",2,5,90,7,"MF_guanyl-nucleotide exchange factor activity"
"CC","GO:0016471","vacuolar proton-transporting V-type ATPase complex",0.0909090909090909,0.00172592336900242,0.000608092534214412,0.0220940287431237,0.0202697511404804,"YDL185W/YBR127C",2,5,90,7,"CC_vacuolar proton-transporting V-type ATPase complex"
"MF","GO:0019887","protein kinase regulator activity",0.0909090909090909,0.00987012987012987,0.0194832003741911,0.0461444219388738,0.0215880336556135,"YGL195W/YGR233C",2,5,90,7,"MF_protein kinase regulator activity"
"MF","GO:0019207","kinase regulator activity",0.0909090909090909,0.0103896103896104,0.0214593373486394,0.0495215477276293,0.0231679755450897,"YGL195W/YGR233C",2,5,90,7,"MF_kinase regulator activity"
"CC","GO:0033176","proton-transporting V-type ATPase complex",0.0909090909090909,0.00293406972730411,0.0018084315786343,0.0492797605177846,0.0452107894658574,"YDL185W/YBR127C",2,5,90,7,"CC_proton-transporting V-type ATPase complex"
"MF","GO:0017111","nucleoside-triphosphatase activity",0.434782608695652,0.0718365933875714,1.6083101752644e-06,5.93699727716526e-05,2.91641971509872e-05,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C",10,5,90,9,"MF_nucleoside-triphosphatase activity"
"MF","GO:0016462","pyrophosphatase activity",0.434782608695652,0.0758178985632681,2.63866545651789e-06,5.93699727716526e-05,2.91641971509872e-05,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C",10,5,90,9,"MF_pyrophosphatase activity"
"MF","GO:0016817","hydrolase activity, acting on acid anhydrides",0.434782608695652,0.0758178985632681,2.63866545651789e-06,5.93699727716526e-05,2.91641971509872e-05,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C",10,5,90,9,"MF_hydrolase activity, acting on acid anhydrides"
"MF","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.434782608695652,0.0758178985632681,2.63866545651789e-06,5.93699727716526e-05,2.91641971509872e-05,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C",10,5,90,9,"MF_hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"MF","GO:0016887","ATPase activity",0.304347826086957,0.0514107668339969,0.000106270737266265,0.000956436635396381,0.000469828522650854,"YJR121W/YDL100C/YJR072C/YEL031W/YJR045C/YDL185W/YBR127C",7,5,90,9,"MF_ATPase activity"
"MF","GO:0098772","molecular function regulator",0.217391304347826,0.055045871559633,0.0072470399334957,0.0210397933553101,0.010335337086819,"YGL195W/YEL022W/YDL100C/YGR233C/YJR045C",5,5,90,9,"MF_molecular function regulator"
"MF","GO:0005198","structural molecule activity",0.217391304347826,0.0614505798857539,0.0114263946978353,0.0302463389060345,0.0148578506906836,"YGL206C/YKR082W/YML103C/YML085C/YFL037W",5,5,90,9,"MF_structural molecule activity"
"MF","GO:0019829","cation-transporting ATPase activity",0.173913043478261,0.00744330967630258,2.12671592712574e-05,0.000328384314988512,0.00016131159332769,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_cation-transporting ATPase activity"
"MF","GO:0022853","active ion transmembrane transporter activity",0.173913043478261,0.00778951012636316,2.55410022768843e-05,0.000328384314988512,0.00016131159332769,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_active ion transmembrane transporter activity"
"MF","GO:0042625","ATPase coupled ion transmembrane transporter activity",0.173913043478261,0.00778951012636316,2.55410022768843e-05,0.000328384314988512,0.00016131159332769,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_ATPase coupled ion transmembrane transporter activity"
"MF","GO:0042626","ATPase activity, coupled to transmembrane movement of substances",0.173913043478261,0.0117708153020599,0.00013137662198029,0.00107489963438419,0.000528020873030831,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_ATPase activity, coupled to transmembrane movement of substances"
"MF","GO:0043492","ATPase activity, coupled to movement of substances",0.173913043478261,0.0126363164272114,0.00017328151202876,0.0012996113402157,0.000638405570632274,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_ATPase activity, coupled to movement of substances"
"MF","GO:0015399","primary active transmembrane transporter activity",0.173913043478261,0.0131556171023022,0.000202641124030472,0.00130269294019589,0.000639919339043596,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_primary active transmembrane transporter activity"
"MF","GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity",0.173913043478261,0.0131556171023022,0.000202641124030472,0.00130269294019589,0.000639919339043596,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_P-P-bond-hydrolysis-driven transmembrane transporter activity"
"MF","GO:0003924","GTPase activity",0.173913043478261,0.0140211182274537,0.000259332541581512,0.001458745546396,0.000716576759633124,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_GTPase activity"
"MF","GO:0001883","purine nucleoside binding",0.173913043478261,0.0180024234031504,0.000674448782497367,0.00289049478213157,0.00141989217367867,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_purine nucleoside binding"
"MF","GO:0005525","GTP binding",0.173913043478261,0.0180024234031504,0.000674448782497367,0.00289049478213157,0.00141989217367867,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_GTP binding"
"MF","GO:0019001","guanyl nucleotide binding",0.173913043478261,0.0180024234031504,0.000674448782497367,0.00289049478213157,0.00141989217367867,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_guanyl nucleotide binding"
"MF","GO:0032550","purine ribonucleoside binding",0.173913043478261,0.0180024234031504,0.000674448782497367,0.00289049478213157,0.00141989217367867,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_purine ribonucleoside binding"
"MF","GO:0032561","guanyl ribonucleotide binding",0.173913043478261,0.0180024234031504,0.000674448782497367,0.00289049478213157,0.00141989217367867,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_guanyl ribonucleotide binding"
"MF","GO:0032549","ribonucleoside binding",0.173913043478261,0.0185217240782413,0.000750972667391669,0.00304355271376992,0.00149507852606242,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_ribonucleoside binding"
"MF","GO:0001882","nucleoside binding",0.173913043478261,0.0186948243032716,0.000777796804630091,0.00304355271376992,0.00149507852606242,"YJR072C/YOR165W/YML085C/YFL037W",4,5,90,9,"MF_nucleoside binding"
"MF","GO:0022890","inorganic cation transmembrane transporter activity",0.173913043478261,0.0252726328544227,0.00238410595748907,0.00894039734058402,0.00439177413221671,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_inorganic cation transmembrane transporter activity"
"MF","GO:0022804","active transmembrane transporter activity",0.173913043478261,0.028388436904968,0.00363569586811271,0.0130885051252058,0.00642944111413617,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_active transmembrane transporter activity"
"MF","GO:0008324","cation transmembrane transporter activity",0.173913043478261,0.0323697420806647,0.00580914391208733,0.0175082408576757,0.00860053936868278,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_cation transmembrane transporter activity"
"MF","GO:0042623","ATPase activity, coupled",0.173913043478261,0.0392937510818764,0.0114108887144301,0.0302463389060345,0.0148578506906836,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_ATPase activity, coupled"
"MF","GO:0015318","inorganic molecular entity transmembrane transporter activity",0.173913043478261,0.0434481564826034,0.0160473587685193,0.0390341159234254,0.0191746534360686,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_inorganic molecular entity transmembrane transporter activity"
"MF","GO:0015075","ion transmembrane transporter activity",0.173913043478261,0.0463908603081184,0.0199686675679134,0.0460815405413386,0.022636546230833,"YJR121W/YEL031W/YDL185W/YBR127C",4,5,90,9,"MF_ion transmembrane transporter activity"
"MF","GO:0046961","proton-transporting ATPase activity, rotational mechanism",0.130434782608696,0.00311580405054527,4.32750109969202e-05,0.000486843873715353,0.000239151376561928,"YJR121W/YDL185W/YBR127C",3,5,90,9,"MF_proton-transporting ATPase activity, rotational mechanism"
"MF","GO:0036442","proton-exporting ATPase activity",0.130434782608696,0.00346200450060585,6.01442006909467e-05,0.000601442006909467,0.00029544519637658,"YJR121W/YDL185W/YBR127C",3,5,90,9,"MF_proton-exporting ATPase activity"
"MF","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.130434782608696,0.00553920720096936,0.000253644546829879,0.001458745546396,0.000716576759633124,"YJR121W/YDL185W/YBR127C",3,5,90,9,"MF_ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
"CC","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain",0.130434782608696,0.00224292615596963,1.52165932010085e-05,0.00165860865890993,0.00139351958788183,"YJR121W/YDL185W/YBR127C",3,5,90,9,"CC_proton-transporting two-sector ATPase complex, catalytic domain"
"MF","GO:0051082","unfolded protein binding",0.130434782608696,0.0145404189025446,0.00425744679372938,0.0143424515037871,0.00704541477379015,"YDL100C/YJR045C/YDR212W",3,5,90,9,"MF_unfolded protein binding"
"MF","GO:0015078","proton transmembrane transporter activity",0.130434782608696,0.0162714211528475,0.00583608028589189,0.0175082408576757,0.00860053936868278,"YJR121W/YDL185W/YBR127C",3,5,90,9,"MF_proton transmembrane transporter activity"
"MF","GO:0015077","monovalent inorganic cation transmembrane transporter activity",0.130434782608696,0.0181755236281807,0.00793246954192499,0.022310070586664,0.0109593329197648,"YJR121W/YDL185W/YBR127C",3,5,90,9,"MF_monovalent inorganic cation transmembrane transporter activity"
"CC","GO:0016469","proton-transporting two-sector ATPase complex",0.130434782608696,0.00603864734299517,0.000328933469507946,0.0179268740881831,0.0150616904458902,"YJR121W/YDL185W/YBR127C",3,5,90,9,"CC_proton-transporting two-sector ATPase complex"
"MF","GO:0017056","structural constituent of nuclear pore",0.0869565217391304,0.00432750562575731,0.00430273545113613,0.0143424515037871,0.00704541477379015,"YKR082W/YML103C",2,5,90,9,"MF_structural constituent of nuclear pore"
"MF","GO:0005200","structural constituent of cytoskeleton",0.0869565217391304,0.00501990652587848,0.00576701840358294,0.0175082408576757,0.00860053936868278,"YML085C/YFL037W",2,5,90,9,"MF_structural constituent of cytoskeleton"
"MF","GO:0061630","ubiquitin protein ligase activity",0.0869565217391304,0.00744330967630258,0.0124006392265305,0.0318873580110784,0.0156639653387754,"YDR457W/YKL010C",2,5,90,9,"MF_ubiquitin protein ligase activity"
"MF","GO:0061659","ubiquitin-like protein ligase activity",0.0869565217391304,0.00761640990133287,0.0129598846851005,0.0323997117127512,0.0159156478588953,"YDR457W/YKL010C",2,5,90,9,"MF_ubiquitin-like protein ligase activity"
"CC","GO:0016471","vacuolar proton-transporting V-type ATPase complex",0.0869565217391304,0.00172532781228433,0.000664937950649504,0.024159412206932,0.0202981058619322,"YDL185W/YBR127C",2,5,90,9,"CC_vacuolar proton-transporting V-type ATPase complex"
"MF","GO:0005085","guanyl-nucleotide exchange factor activity",0.0869565217391304,0.00900121170157521,0.0178192763495155,0.0422035492488525,0.0207315680520679,"YEL022W/YDL100C",2,5,90,9,"MF_guanyl-nucleotide exchange factor activity"
"MF","GO:0019887","protein kinase regulator activity",0.0869565217391304,0.00986671282672667,0.0211913551577164,0.047680549104862,0.0234220241216866,"YGL195W/YGR233C",2,5,90,9,"MF_protein kinase regulator activity"
"MF","GO:0017111","nucleoside-triphosphatase activity",0.416666666666667,0.0718241606092073,2.57805919044384e-06,9.69127146461759e-05,4.87890096616904e-05,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C",10,5,90,11,"MF_nucleoside-triphosphatase activity"
"MF","GO:0016462","pyrophosphatase activity",0.416666666666667,0.0758047767393562,4.21359628896417e-06,9.69127146461759e-05,4.87890096616904e-05,"YJR121W/YDL100C/YJR072C/YOR165W/YEL031W/YJR045C/YML085C/YFL037W/YDL185W/YBR127C",10,5,90,11,"MF_pyrophosphatase activity"
